投稿日,タイトル,著者,URL,タグ,分類ラベル,要約,読了時間,ソース
2019-08-23,360°カメラQooCamを使う！~古橋研究室夏合宿2019~,Kaori Suemitsu,https://medium.com/furuhashilab/360-カメラqoocamを使う-古橋研究室夏合宿2019-7cabdfe46844,fieldwork,lab_overview,どうも、青山学院大学古橋研究室4年の末光香織です。,4 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-08-11,帰ってきた森田！横瀬町で修行開始だ！,Hironori Morita,https://medium.com/furuhashilab/帰ってきた森田-横瀬町で修行開始だ-1da9c0e18fe2,fieldwork,fieldwork,帰ってきた森田！横瀬町で修行開始だ！に関する記事です。主なタグはfieldworkです。,6 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-08-10,初めてのゼミ合宿へ！,Nao Yoshida,https://medium.com/furuhashilab/初めてのゼミ合宿へ-8116ecc169db,fieldwork,fieldwork,初めまして！ 3年の吉田奈生と申します。,8 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-08-02,【参加レポ】Sensei with Google Earth Japan Boot Camp 2019,Haruka Yasuda,https://medium.com/furuhashilab/参加レポ-sensei-with-google-earth-japan-boot-camp-2019-de840cc54bb,graphicrecording,event_report,7月28日（日）に参加した先生による、先生のためのGoogleツールの活用法を学ぶイベントに関してのイベント参加レポートです。,3 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2019-07-28,卒論進捗が生み出せなくてロゴ作った話,Kouki Takesue,https://medium.com/furuhashilab/卒論進捗が生み出せなくてロゴ作った話-f2cff4246f99,report,openstreetmap,OSMUCはイトナブまでに間に合うのか？,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-07-22,グラレコ部ブログ 7月②,Hinako Hori,https://medium.com/furuhashilab/こんにちは-e8c9795b5f63,graphicrecording,student_project,こんにちは！,1 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2019-07-16,OSM UC 進捗報告二回目,Kouki Takesue,https://medium.com/furuhashilab/osm-uc-進捗報告二回目-4362564f046b,report,openstreetmap,ゼミ論進捗9回目,2 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-07-09,OSM UC進捗1回目,Kouki Takesue,https://medium.com/furuhashilab/osm-uc進捗1回目-6a467ef93fb2,report,openstreetmap,卒論進捗報告８回目。,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-07-02,卒論進捗7回目報告,Kouki Takesue,https://medium.com/furuhashilab/卒論進捗7回目報告-2f423e0432a5,report,student_project,定期報告する毎に進んでいく卒論..?,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-07-02,デートをアップデートせよ！先行研究編 Part2,Yuto Itagaki,https://medium.com/furuhashilab/デートをアップデートせよ-先行研究編-part2-351cefd0d040,report,education,どうもこんちは！ 古橋ゼミ４年生の板垣勇渡です！,2 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-06-25,卒論レポート６回目,Kouki Takesue,https://medium.com/furuhashilab/卒論レポート６回目-db6f71f2ffd2,report,event_report,書くことが無くなってきたぜ,2 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-06-25,デートをアップデートせよ！先行研究編,Yuto Itagaki,https://medium.com/furuhashilab/デートをアップデートせよ-先行研究編-3a2fa441f05,report,lab_overview,どうも、こんにちは！ 古橋研究室4年の板垣勇渡です！,2 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-06-18,聞き書きマップを使ってみよう！,Kouki Takesue,https://medium.com/furuhashilab/聞き書きマップを使ってみよう-d816d995db99,report,other,アプリ越しに見るいつもの街並みは。,6 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-06-11,TEDx × グラレコ,Kaori Suemitsu,https://medium.com/furuhashilab/tedx-グラレコ-74ef3ba88033,graphicrecording,lab_overview,どうも、青山学院大学古橋研究室4年の末光香織です。,2 min read,HTML:Furuhashi(mapconcierge)Lab_graphicrecording_20260303a.html
2019-06-10,卒論進歩5回目,Kouki Takesue,https://medium.com/furuhashilab/卒論進歩5回目-d0af6e6faf5f,report,student_project,やろうとしてたことぜんぶできなかったよ＼(^o^)／,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-06-04,卒論進捗4回目,Kouki Takesue,https://medium.com/furuhashilab/卒論進捗4回目-7339ece87796,report,student_project,卒論レポート第4回目,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-06-04,デートをアップデートせよ！ Part 2,Yuto Itagaki,https://medium.com/furuhashilab/デートをアップデートせよ-part-2-d9df4e3839a9,report,lab_overview,こんにちは！ 古橋研究室4年の板垣勇渡です！,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-06-03,ゼミ論進捗報告#3,Hirotaka Fukuo,https://medium.com/furuhashilab/ゼミ論進捗報告-3-54b03c7bbdfa,report,education,始めに,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-29,Maprayを使ってみよう！（後編）,Kouki Takesue,https://medium.com/furuhashilab/maprayを使ってみよう-後編-ed2a76371b1b,report,other,使ってみてわかる、高い技術力。,6 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-26,ゼミ論進捗報告#2,Hirotaka Fukuo,https://medium.com/furuhashilab/ゼミ論進捗報告-2-9f8c23eda186,report,education,始めに,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-24,TEDxの始まりin JAPAN,Kaori Suemitsu,https://medium.com/furuhashilab/tedxの始まりin-japan-d167ed713816,report,lab_overview,どうも、青山学院大学古橋研究室4年の末光香織です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-19,Maprayを使ってみよう！（前篇）,Kouki Takesue,https://medium.com/furuhashilab/maprayを使ってみよう-前篇-c4a503765fef,report,other,ハイクオリティな3Dレンダリングライブラリを使ってみよう！,8 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-18,お久しぶりです。,Hinako Hori,https://medium.com/furuhashilab/お久しぶりです-ed4f86ad5a5,report,other,4年生になりました、保利です。,2 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-17,TEDxイベント開催へのプロセス,Kaori Suemitsu,https://medium.com/furuhashilab/tedxイベント開催へのプロセス-3cb814ec70b6,report,lab_overview,どうも、青山学院大学古橋研究室4年の末光香織です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-15,ゼミ論進捗報告#1,Hirotaka Fukuo,https://medium.com/furuhashilab/ゼミ論進捗報告-1-2e6c670b716f,report,education,始めに…,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-13,次に続け！TEDxAoyamaGakuinU,Kaori Suemitsu,https://medium.com/furuhashilab/次に続け-tedxaoyamagakuinu-aad0acf0ef39,report,lab_overview,どうも、青山学院大学古橋研究室4年の末光香織です。,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-13,デートをアップデートせよ！,Yuto Itagaki,https://medium.com/furuhashilab/デートをアップデートせよ-b1ec1d4d64ef,report,lab_overview,こんにちは😃 青山学院大学古橋研究室所属、4年の板垣勇渡です！,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-12,より良い地図のためにできること,Kouki Takesue,https://medium.com/furuhashilab/より良い地図のためにできること-ef423d7c88c4,report,openstreetmap,卒論レポート第一弾。,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-05-09,オラも来たぞ！千年の森で修行開始だ！,Hironori Morita,https://medium.com/furuhashilab/オラも来たぞ-千年の森で修行開始だ-4e459792bc92,fieldwork,fieldwork,4/27~4/30 @信濃大町,12 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-05-08,2019年初ゼミ合宿 inツリーハウス,Jiyul Lee,https://medium.com/furuhashilab/2019年初ゼミ合宿-inツリーハウス-bd3f4b17131a,fieldwork,fieldwork,こんにちは、3年のイジユルです。 タイ留学を終わらせて、3年生になって学校が始まり、初めてのゼミ合宿に参加しました。,5 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-05-07,GWゼミ合宿@千年の森自然学校,Hirotaka Fukuo,https://medium.com/furuhashilab/gwゼミ合宿-千年の森自然学校-22d503550d01,drone,education,どうも、4年の福王です。 GW中(4/27〜4/29)に長野県大町市にある千年の森自然学校でのゼミ合宿に参加しました。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2019-05-07,春合宿参加レポート,Kouki Takesue,https://medium.com/furuhashilab/春合宿参加レポート-d431c15d2ff8,fieldwork,event_report,学びの四日間、完結。,7 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-05-07,_x0008_次回！増田力尽きる…,Shoma Masuda,https://medium.com/furuhashilab/次回-増田力尽きる-f49865968616,fieldwork,fieldwork,みなさんお久しぶりです。,4 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-05-07,失敗談から学ぶゼミ合宿攻略法,大庭啓太,https://medium.com/furuhashilab/失敗談から学ぶゼミ合宿攻略法-994d4ec2507f,fieldwork,fieldwork,〜失敗を失敗で終わらせないために〜,6 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-05-07,春季ツリー合宿へ行ってきた！,北野恭一朗,https://medium.com/furuhashilab/春季ツリー合宿へ行ってきた-c1cea8114936,fieldwork,fieldwork,4月27日から30日までの3泊4日で長野にツリー合宿いってきました！ 初日はなんと5月前だというのに雪が降りとても寒かったです。,3 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-04-11,BlackRock×国境なき医師団×古橋研究室,Kaori Suemitsu,https://medium.com/furuhashilab/どうも-古橋研究室4年の末光です-1ec3345ce279,crisismapping,lab_overview,どうも、古橋研究室4年の末光です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2019-03-26,歩く、撃つ、守る。世界へ,Kouki Takesue,https://medium.com/furuhashilab/歩く-撃つ-守る-世界へ-3b5279a2fa98,fieldwork,fieldwork,Darsana Prime Tokyoという体験,9 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-03-17,3.11を忘れない,Misato Tagaya,https://medium.com/furuhashilab/3-11を忘れない-e1ce29ba042a,drone,lab_overview,みなさんこんにちは！ 古橋研究室3年生多賀谷美里です！,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2019-03-16,チャリティでもドローン参上！,Kaori Suemitsu,https://medium.com/furuhashilab/チャリティでもドローン参上-b34e88933f1f,drone,lab_overview,古橋研究室3年の末光です。,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2019-02-04,シーグラフアジア２０１８,Hinako Hori,https://medium.com/furuhashilab/シーグラフアジア２０１８-841b49c954e4,fieldwork,fieldwork,12月7日、有楽町にある東京国際フォーラムで開かれた国際会議、シーグラフアジア2018に参加してきました。 シーグラフとはSpecial Interest Group on Computer…,5 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-02-03,国境なき医師団のボランティアに参加してきました。,Hinako Hori,https://medium.com/furuhashilab/国境なき医師団のボランティアに参加してきました-58120104b5f0,fieldwork,fieldwork,明けましておめでとうございます。,5 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-01-24,「箱」に「住」むということ,Kouki Takesue,https://medium.com/furuhashilab/箱-に-住-むということ-8020f2f5701d,fieldwork,fieldwork,約6.6畳の空間で感じる、自然に生きる楽しさ。,7 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2019-01-06,効率の良い建物データの追加とは,Ayame.O,https://medium.com/furuhashilab/効率の良い建物データの追加とは-c709620263e1,report,openstreetmap,今回のブログは卒業制作のPWAにおいて、効率よく地図上に建物を追加するためにどのような入力方法が良いかを検討し、ポリゴンの回転機能を追加したお話。,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2019-01-05,ポリゴンをGeoJSONで所得する方法,Ayame.O,https://medium.com/furuhashilab/ポリゴンをgeojsonで所得する方法-88f8c216063c,report,openstreetmap,今回のブログは卒業制作のPWAにおいて、地図上に書き込んだポリゴン(面)を、GeoJSONという空間データを持つJSONファイルで取得し、ローカルにダウンロードできる機能を加えたお話。,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-12-27,地物追加機能実装,Ayame.O,https://medium.com/furuhashilab/地物追加機能実装-c69f24f2b7cf,report,qgis_gis_tools,今回のブログは卒業制作のPWA(OSM編集ツールの予定)で、LeafletのPlugins機能の中でLeaflet.PM(地物追加機能)を実装したお話。,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-12-26,Google Earth Engine India x Japan 交流,Taichi Furuhashi,https://medium.com/furuhashilab/google-earth-engine-india-x-japan-交流-216243588c3b,taichifuruhashi,other,2018年11月、人生はじめて訪れたインドの都市はバンガロールだった。,9 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-12-20,434タスクのマッピングを終えて,Shuntaro Akiyama,https://medium.com/furuhashilab/434タスクのマッピングを終えて-20e3e0603fe1,fieldwork,fieldwork,イオンモール奈良登美ヶ丘店でのリモートワークの追加課題として、横瀬町、狛江市、大和市、調布市、世田谷区のマッピングが課されました。 しかし、結果から言うと世田谷区のタスクを終わらせることが出来ませんでした。,4 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2018-12-16,PWAでアプリのアイコン表示,Ayame.O,https://medium.com/furuhashilab/pwaでアプリのアイコン表示-92ba663b7e37,report,student_project,卒業研究のために開発中のPWAにおいて、アプリとしてのアイコン表示の実装と実証実験のお話。 PWAのアイコン表示はiPhoneの iOSではまだ対応していないため、今回はAndroidOSのスマートフォンと、Macbook Airにおいてアイコン表示を確認した。,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-12-14,現在位置表現実装,Ayame.O,https://medium.com/furuhashilab/現在位置表現実装-a9084e9e4756,report,qgis_gis_tools,今回のブログは卒業制作のPWA(OSM編集ツールの予定)で、LeafletのPlugins機能の中でLeaflet.Locate(現在位置表示)を実装したお話。,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-12-11,GitHubで卒論管理,Ayame.O,https://medium.com/furuhashilab/githubで卒論管理-6f80988628e4,report,lab_overview,文系の学生が卒業間際に提出する卒業論文って、紙媒体で出力されたレポートが大半をしめる。 そんな中で古橋研究室の卒業論文は一味違う。,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-12-11,モード1とモード2の仁義なき戦い,Taichi Furuhashi,https://medium.com/furuhashilab/モード1とモード2の仁義なき戦い-92aa99ead2de,taichifuruhashi,qgis_gis_tools,ドローン関係者が集まっている場で、時によっては、険悪な雰囲気になりかねない質問がある。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-12-10,古橋研究室の行動規範 Code of conduct (CoC) v1.0 公開,Taichi Furuhashi,https://medium.com/furuhashilab/古橋研究室の行動規範-code-of-conduct-coc-v1-0-公開-18776e23723c,taichifuruhashi,lab_overview,国際カンファレンスに積極的に参加を勧めている古橋研究室では、最近そのイベントの Code of Conduct(以下CoC)…,5 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-12-08,人口集中地区(DID)を知る方法,Taichi Furuhashi,https://medium.com/furuhashilab/人口集中地区-did-を知る方法-addf252045d2,taichifuruhashi,qgis_gis_tools,ドローンのことをよく知っている人かどうか確認する便利なキーワードがある。,6 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-12-06,なぜ古橋研究室はIE使用を禁止しているのか,Taichi Furuhashi,https://medium.com/furuhashilab/なぜ古橋研究室はie使用を禁止しているのか-fceb75ca5cc0,taichifuruhashi,lab_overview,古橋研究室には特有のルールがある。,7 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-12-04,State of the Map Asia 2018 報告,Taichi Furuhashi,https://medium.com/furuhashilab/state-of-the-map-asia-2018-報告-c66aba826b1,taichifuruhashi,foss4g_sotm,OpenStreetMap の公式カンファレンスを State of the Map (ステート・オブ・ザ・マップ)と呼ぶ。 SotM(ソートゥム/エスオーティーエム)と短く呼ぶこともある。,11 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-12-03,古橋研究室のルール,Taichi Furuhashi,https://medium.com/furuhashilab/古橋研究室のルール-b164cef25972,taichifuruhashi,lab_overview,古橋研究室が実質的に始まったのは2017年秋学期。,3 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-12-01,アドベントカレンダー(Advent Calendar) のススメ,Taichi Furuhashi,https://medium.com/furuhashilab/アドベントカレンダー-advent-calendar-のススメ-5f74b9728996,taichifuruhashi,other,もうすぐクリスマス。,5 min read,HTML:Furuhashi(mapconcierge)Lab_taichifuruhashi_20260303a.html
2018-11-30,Wheelmapというツール,Ayame.O,https://medium.com/furuhashilab/wheelmapというツール-c8a8ba107c76,report,openstreetmap,"「Wheelmap」とは車椅子で目的地に行くことができるかどうかを確かめる、またその情報をOpenStreetMap(以下OSM)に加える地図サービス。 ブラウザ上でも、スマートフォン(iOS,AndroidOS)のアプリでも、どちらでも簡単に操作をすることができる。",3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-11-22,イオンモール巡業フィナーレ！,Kaori Suemitsu,https://medium.com/furuhashilab/イオンモール巡業フィナーレ-9df952335b86,drone,lab_overview,古橋研究室3年の末光香織です。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-11-18,ドローンの初心者講座,Ayame.O,https://medium.com/furuhashilab/ドローンの初心者講習-8b4854b83749,drone,qgis_gis_tools,ドローンを飛ばすのって難しいの？ そもそも誰でもドローンって飛ばしていいの？,6 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-11-12,稲城市防災訓練に参加してきました,Kato Yuka,https://medium.com/furuhashilab/稲城市防災訓練に参加してきました-65de67641e9f,drone,event_report,11月4日に稲城市の多摩川緑地公園で開催された防災訓練に参加してきました。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-11-12,暑い、とにかく暑い、そして暑い,Shuntaro Akiyama,https://medium.com/furuhashilab/暑い-とにかく暑い-そして暑い-2dbdb8713109,drone,education,こんにちは、古橋ゼミ３年の秋山です。 8/5–8/7のゼミ合宿に参加してきたのでそれを報告します。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-11-12,常に誰かが見ているという意識をもつ【イオンモール学研奈良登美ヶ丘11/4】,Shuntaro Akiyama,https://medium.com/furuhashilab/常に誰かが見ているという意識をもつ-イオンモール学研奈良登美ヶ丘11-4-66bd0c862b3c,drone,event_report,こんにちは、3年の秋山です。 私は11/4にイオンモール奈良登美ヶ丘店で開催されたドローンワークショップに参加してきました。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-11-12,怪我の功名とはこういう事,Shuntaro Akiyama,https://medium.com/furuhashilab/怪我の功名とはこういう事-538af717d8c7,fieldwork,fieldwork,初めまして3年の秋山峻太郎です。,6 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2018-11-11,PWAの利用方法,Ayame.O,https://medium.com/furuhashilab/pwa利用方法-52d644c031b8,report,other,今回のブログは前回と前々回でお話ししたPWAの利用方法と、実際に現段階の私の作品をPWAに適応させるお話し。 やり方はQiita (https://qiita.com/umamichi/items/0e2b4b1c578e7335ba20)を参考に行なった。,4 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-11-05,OpenStreetMap×PWA,Ayame.O,https://medium.com/furuhashilab/openstreetmap-pwa-cbed8bbe2218,report,openstreetmap,PWAって聞いたことある？ その名も「Progressive Web App」。,5 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-11-04,防災を「体験」すること,shiori yamaguchi,https://medium.com/furuhashilab/防災を-体験-すること-89b20620c43e,drone,humanitarian_mapping,10/28の三鷹市防災訓練に参加しました！,2 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-10-31,風の中の防災訓練@日野,Yuto Itagaki,https://medium.com/furuhashilab/風の中の防災訓練-日野-1ba5e4d066af,drone,humanitarian_mapping,おはようございます！ こんにちは！,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-10-28,OpenStreetMap×MyWork,Ayame.O,https://medium.com/furuhashilab/openstreetmap-mywork-49a9219d6928,crisismapping,openstreetmap,今週のブログは私の卒業作品について。 今までの卒論ネタのブログでは、OpenStreetMap(以下OSM)のデータ分析、OSMの編集ツールの紹介・分析を行なってきたが、これらはすべて私の卒業作品を紹介するための下準備だったのだ！,4 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2018-10-28,イオンモール盛岡南活動報告レポート,Toshiaki Maki,https://medium.com/furuhashilab/イオンモール盛岡南活動報告レポート-98dd99b51bec,crisismapping,event_report,お疲れ様です。 古橋研究室三年の牧利亮です。,5 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2018-10-21,OpenStreetCamというツール,Ayame.O,https://medium.com/furuhashilab/openstreetcamというツール-b3369e5d960a,report,other,https://openstreetcam.org/,5 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-10-20,こんなのがあったぞ防災展in東京防災展2018,Kouki Takesue,https://medium.com/furuhashilab/こんなのがあったぞ防災展in東京防災展2018-1baa4afd84ad,drone,humanitarian_mapping,いつくるかわからない災害に、普段から備えよう。,7 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-10-18,東村市防災訓練活動記,Ayame.O,https://medium.com/furuhashilab/東村市防災訓練活動記-6b3e52ef5a16,drone,humanitarian_mapping,今回のブログは東村市の防災訓練に、NGO法人CrisisMappers Japanとして参加させていただいたお話。 防災訓練は10月14日(日)に行われた。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-10-18,”みんな元気になるトイレ”から見えた災害時の新たな発見,Toshiaki Maki,https://medium.com/furuhashilab/みんな元気になるトイレ-から見えた災害時の新たな発見-bb670f101aa0,crisismapping,humanitarian_mapping,こんにちは。 古橋ゼミ三年の牧利亮です。,5 min read,HTML:Furuhashi(mapconcierge)Lab_crisismapping_20260303a.html
2018-10-17,初めてのドローンワークショップ inイオンモール武蔵村山,北野恭一朗,https://medium.com/furuhashilab/初めてのドローンワークショップ-inイオンモール武蔵村山-fec618c959f0,drone,qgis_gis_tools,今回はイオンモール武蔵村山でドローンのワークショップを行いました。 集合時間には間に合ったのですが少々道に迷ってしまって予定より到着が遅れてしまいました。,4 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-10-16,イオンモール巡業ドローンワークショップ〜ドローンが動かなくなる恐怖〜,Kaori Suemitsu,https://medium.com/furuhashilab/イオンモール巡業ドローンワークショップ-ドローンが動かなくなる恐怖-d9f4844c445d,drone,qgis_gis_tools,こんにちは！ 3年の末光香織です。,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-10-14,Mapswipeというツール,Ayame.O,https://medium.com/furuhashilab/mapswipeというツール-15111f661782,report,openstreetmap,「Mapswipe」とは衛星画像を元に、地図上にいる人々を支援するためのアプリ。 iOSとAndroidの両方のアプリがあり、スワイプして衛星画像をめくり、建物等が見えたらタップして地物がある印をつけ、そしてまたスワイプするゲーム感覚で操作できるアプリ。,6 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-10-12,No more ドローン事故,Shoma Masuda,https://medium.com/furuhashilab/no-more-ドローン事故-72b71acedb90,drone,qgis_gis_tools,こんにちは！ 青山学院大学地球社会共生学部３年古橋ゼミの増田将馬です！,5 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-10-08,Go Map!!というツール,Ayame.O,https://medium.com/furuhashilab/go-map-というツール-70a42718689f,report,openstreetmap,「Go Map! !,5 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-10-03,多くの防災訓練に参加して見えてきたこと,Taichi Furuhashi,https://medium.com/furuhashilab/多くの防災訓練に参加して見えてきたこと-cc2ff3ad3357,taichifuruhashi,humanitarian_mapping,９月はとにかく全国各地で防災訓練が多い。,9 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-10-03,イオンモール巡業ドローンワークショップマニュアル～設営編～,中西敦子,https://medium.com/furuhashilab/イオンモール巡業ドローンワークショップマニュアル-設営編-fdb01d4bbbd6,drone,qgis_gis_tools,こんにちは。 古橋ゼミ3年の中西敦子です。,3 min read,HTML:Furuhashi(mapconcierge)Lab_drone_20260303a.html
2018-10-01,セコムオープンラボ/アイディアソン,shiori yamaguchi,https://medium.com/furuhashilab/セコム9月27-915869049194,report,other,9月27日、セコムオープンラボに行ってきました！,3 min read,HTML:Furuhashi(mapconcierge)Lab_report_20260303a.html
2018-10-01,アウトドアゼミ合宿！＠信濃大町,Yuna Watanabe,https://medium.com/furuhashilab/アウトドアゼミ合宿-信濃大町-34fe143ed9c9,fieldwork,fieldwork,9/22~9/24 長野県信濃大町にある「千年の森自然学校」というところにキャンプしにいってきました！,3 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2018-09-27,森くらのおまめ,Aya Shibata,https://medium.com/furuhashilab/森くらのおまめ-12f41e212183,fieldwork,fieldwork,三連休を使って、長野県大町市にある森と暮らしの郷にゼミ合宿行ってきました！ わたしはこうみえても自然もキャンプも大好きです！,4 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2018-09-27,ゼミ合宿＠森くら(今期２回目),Ayame.O,https://medium.com/furuhashilab/ゼミ合宿-森くら-今期２回目-376a67a531b1,fieldwork,fieldwork,ゼミ合宿＠森くら(今期２回目)に関する記事です。主なタグはfieldworkです。,7 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2018-09-27,ゼミ合宿＠山中湖,Ayame.O,https://medium.com/furuhashilab/ゼミ合宿-山中湖-a3df819e1789,fieldwork,fieldwork,＠東京大学、山中寮,5 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2018-09-25,Mapillaryというツール,Ayame.O,https://medium.com/furuhashilab/mapillaryというツール-e6f19c6fb668,Openstreetmap,openstreetmap,https://www.mapillary.com/,5 min read,xlsx_update
2018-09-25,Google Earth Engine使ってみませんか,Kouki Takesue,https://medium.com/furuhashilab/google-earth-engine使ってみませんか-d249cdf3f784,fieldwork,fieldwork,#1 はじめに,7 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
2018-09-17,maps.meというツール,Ayame.O,https://medium.com/furuhashilab/maps-meというツール-eb086f2a6d06,Openstreetmap,openstreetmap,https://maps.me/,4 min read,xlsx_update
2018-08-24,三市合同訓練―三年前の教訓から学ぶこと―,Kouki Takesue,https://medium.com/furuhashilab/三市合同訓練-三年前の教訓から学ぶこと-48adc957fab4,fieldwork,fieldwork,皆様ご無沙汰しております。 三度目の更新となりました武末です。,6 min read,HTML:Furuhashi(mapconcierge)Lab_fieldwork_20260303a.html
